time,total_energy
2015-01-01 05:00:00,2.9962727769999997
2015-01-01 05:30:00,3.014303332
2015-01-01 06:00:00,2.895207223
2015-01-01 06:30:00,3.4291894440000004
2015-01-01 07:00:00,2.794996669
2015-01-01 07:30:00,3.0606127780000003
2015-01-01 08:00:00,2.739791667
2015-01-01 08:30:00,2.607042779
2015-01-01 09:00:00,2.8965438889999997
2015-01-01 09:30:00,2.571412222
2015-01-01 10:00:00,2.3919838880000004
2015-01-01 10:30:00,3.5061505540000004
2015-01-01 11:00:00,4.3474972229999995
2015-01-01 11:30:00,3.596665
2015-01-01 12:00:00,3.3807644449999996
2015-01-01 12:30:00,2.306362776
2015-01-01 13:00:00,1.733832777
2015-01-01 13:30:00,2.875438333
2015-01-01 14:00:00,1.928167221
2015-01-01 14:30:00,1.6516583320000002
2015-01-01 15:00:00,1.623002224
2015-01-01 15:30:00,1.7764327790000003
2015-01-01 16:00:00,2.574713888
2015-01-01 16:30:00,1.131655554
2015-01-01 17:00:00,3.7986905579999997
2015-01-01 17:30:00,5.245053889
2015-01-01 18:00:00,3.5869650010000003
2015-01-01 18:30:00,1.988829445
2015-01-01 19:00:00,1.4848261110000003
2015-01-01 19:30:00,1.956577781
2015-01-01 20:00:00,1.6762933340000001
2015-01-01 20:30:00,2.198113889
2015-01-01 21:00:00,2.4971422230000004
2015-01-01 21:30:00,2.2880716669999996
2015-01-01 22:00:00,2.379306667
2015-01-01 22:30:00,2.9197516670000008
2015-01-01 23:00:00,2.520814445
2015-01-01 23:30:00,2.8135300000000005
2015-01-02 00:00:00,3.198164447
2015-01-02 00:30:00,2.571864444
2015-01-02 01:00:00,2.6483488879999997
2015-01-02 01:30:00,2.710458333
2015-01-02 02:00:00,2.546365001
2015-01-02 02:30:00,2.386654445
2015-01-02 03:00:00,2.043666113
2015-01-02 03:30:00,1.831360557
2015-01-02 04:00:00,2.099524443
2015-01-02 04:30:00,2.3797833330000002
2015-01-02 05:00:00,2.4274400010000003
2015-01-02 05:30:00,1.9884177779999999
2015-01-02 06:00:00,2.520829999
2015-01-02 06:30:00,2.108471111
2015-01-02 07:00:00,2.053329998
2015-01-02 07:30:00,2.1206155559999997
2015-01-02 08:00:00,1.961309999
2015-01-02 08:30:00,2.272858889
2015-01-02 09:00:00,2.434200557
2015-01-02 09:30:00,2.020526668
2015-01-02 10:00:00,2.112695555
2015-01-02 10:30:00,2.714884444
2015-01-02 11:00:00,3.188047777
2015-01-02 11:30:00,3.004102778
2015-01-02 12:00:00,2.544172221
2015-01-02 12:30:00,1.867348335
2015-01-02 13:00:00,1.4450788890000001
2015-01-02 13:30:00,1.4414883340000002
2015-01-02 14:00:00,1.4296805569999997
2015-01-02 14:30:00,1.199667222
2015-01-02 15:00:00,3.0750855550000002
2015-01-02 15:30:00,5.595786666
2015-01-02 16:00:00,3.612132221
2015-01-02 16:30:00,3.3763166669999998
2015-01-02 17:00:00,1.501380556
2015-01-02 17:30:00,1.718462776
2015-01-02 18:00:00,1.363720555
2015-01-02 18:30:00,0.7775749989999999
2015-01-02 19:00:00,0.762613889
2015-01-02 19:30:00,0.451730557
2015-01-02 20:00:00,0.856998887
2015-01-02 20:30:00,1.250731111
2015-01-02 21:00:00,1.1776411100000002
2015-01-02 21:30:00,3.25627722
2015-01-02 22:00:00,2.522963334
2015-01-02 22:30:00,2.227261112
2015-01-02 23:00:00,3.2331277779999996
2015-01-02 23:30:00,3.5892722229999996
2015-01-03 00:00:00,2.834889445
